MAPS_BTnc201_logFC	MAPS_BTnc201_logCPM	MAPS_BTnc201_F	MAPS_BTnc201_p_value	MAPS_BTnc201_FDR	id_lower	b_theta_rnaseq_WT_vs_del_MasB_log2FoldChange	b_theta_rnaseq_WT_vs_del_MasB_p_value	b_theta_rnaseq_WT_vs_del_MasB_padj	locus_tag
-4.368219676351	4.17269814966152	335.958914748661	1	7.90556755382911e-10	bt_4013	0.220416695511005	0.289592965096402	0.675189104229629	BT_4013
-3.58429535810195	3.50273659899098	263.243704841969	1	2.93253201428566e-9	bt_p548229	2.39632952119875	9.38801189176262e-92	3.43507355119594e-88	BT_p548229
-4.69258187839128	2.07384252864944	174.2858207471	1	5.75397041899126e-8	bt_4014	0.304019906878253	0.250153105613527	0.643678068523133	BT_4014
1.35835135714187	4.32166287750523	83.1672229828079	1.38590662003122e-8	1.8244074746091e-5	bt_2167	-0.081361736517194	0.336702573589605	0.7250957038871	BT_2167
-2.61560177843597	1.99305886781286	77.8967968077578	1	2.50485777918514e-5	bt_p548227	1.05136753613699	4.08775314006162e-6	1.64363612522e-4	BT_p548227
-3.57813149275259	1.50047989091537	75.549122856187	1	2.70596603279586e-5	bt_p548228	1.4961606289647	6.9340377065795e-13	1.26858219841872e-10	BT_p548228
1.16683652998647	6.38350204343515	73.5515287218476	3.52035655496084e-8	2.89637335559403e-5	bt_1675	0.031821557819654	0.647624616337845	0.905905807987329	BT_1675
0.815995735238238	4.52303476350635	31.707317707573	1.07889628648013e-5	0.007435605543248	bt_0644	0.11105527704901	0.203397029141402	0.591081847416961	BT_0644
4.81982566931596	-0.221822795565066	31.4654038443586	1.12968786740322e-5	0.007435605543248	bt_4543	0.072656695343331	0.768684951059746	NA	BT_4543
-0.873933345931473	6.30179123560216	29.7752302339899	1	0.009383818739282	bt_3925	-0.054571220190523	0.753142736245781	0.943139658466389	BT_3925
-0.743024972117036	4.76963340836345	26.5609370559848	1	0.016613638140122	btnc217	NA	NA	NA	BTnc217
0.706084322034875	6.20056635385531	26.1574961909491	3.30118493886476e-5	0.016714153282775	bt_1841	0.00467498411648	0.9493468248119	0.989795275678874	BT_1841
0.673611990115017	5.57452609839724	25.3113323877846	3.96495821236032e-5	0.018640967824111	bt_1334	-0.16283330592704	0.018661220303929	0.145959730397081	BT_1334
-0.702053119644948	6.81175898912262	24.4219528508249	1	0.02117872562706	bt_2726	0.25799779253	0.002919549434166	0.036089970877076	BT_2726
3.59139788087207	-0.295393771397296	23.2545457730268	6.28927215755e-5	0.025872493338054	bt_1263	0.089228934842437	0.465964845571562	0.823257059365691	BT_1263
